School Name,State,Degree Level,Acceptance Rate,Average SAT,Undergraduate Students,White,Black,Hispanic,Asian,Net Price,4 Year Graduation Rate,Median Debt @ Graduation,Percent Female,First Generation,Median Family Income,Median Earnings @ 10 Years Post Grad,Mean Earnings @ 10 Years Post Grad,90th Percentile Earnings
Roberts Wesleyan University,NY,3,99.5,1290,1033,0.666,0.1384,0.09,0.0184,24805,0.663551402,23750,0.751764706,0.272030651,53344.5,45700,55031,75600
Ursinus College,PA,3,82.21,1290,1505,0.7495,0.0718,0.0704,0.0346,31493,0.648318043,27000,0.532786885,0.188455009,99302,61800,73721,92200
Auburn University,AL,3,43.74,1290,25234,0.8269,0.0425,0.0395,0.0279,24297,0.664,21000,0.531504671,0.172647119,72031,56300,65337,91400
University of Alabama at Birmingham,AL,3,86.68,1290,12776,0.513,0.2528,0.0711,0.0819,16755,0.454072146,22300,0.63909074,0.341223671,34489,48400,54501,84000
University of Delaware,DE,3,73.81,1290,18665,0.6845,0.0642,0.0971,0.0559,17713,0.745976649,24572,0.585467128,0.170937108,107127.5,64000,72950,97600
University of St Thomas,MN,3,77,1290,5868,0.6883,0.0579,0.084,0.0501,28233,0.662765957,23250,0.488041002,0.137745975,94928.5,62900,73739,99200
Marist College,NY,3,62.85,1290,5069,0.7333,0.0373,0.1341,0.0345,38201,0.758139535,25000,0.601010101,0.188390501,107457,62600,77819,98400
University at Buffalo,NY,3,67.71,1290,20569,0.4571,0.0872,0.0866,0.175,19592,0.607534573,19000,0.427613941,0.280619112,46678,62100,70814,100800
Mercer University,GA,3,74.68,1290,4568,0.4477,0.3054,0.0762,0.0819,21627,0.596928983,24199,0.663894325,0.281995662,43171.5,58200,58354,114200
Hofstra University,NY,3,69.33,1290,6051,0.5057,0.0901,0.1621,0.1395,34152,0.649566474,23621,0.592383107,0.23531778,72953,59900,69039,102900
Loyola University Maryland,MD,3,83.48,1290,3968,0.6557,0.1033,0.1358,0.0363,31503,0.803519062,27000,0.602739726,0.134945398,109587.5,78300,82652,123600
University of Dayton,OH,3,74.05,1280,8349,0.7911,0.0508,0.0709,0.0162,29442,0.708456973,23250,0.519816437,0.102412188,114495,61400,75537,95600
The College of New Jersey,NJ,3,64.43,1280,6840,0.5952,0.0554,0.1785,0.1075,24659,0.833060556,23250,0.57700943,0.205225653,106390,64900,73323,96700
Ohio Northern University,OH,3,54.37,1280,2402,0.8068,0.0308,0.0021,0.0162,26419,0.62109375,27000,0.415625,0.235675676,79216,72600,80928,130600
Clarkson University,NY,3,78.42,1280,2587,0.8002,0.0325,0.0649,0.0302,31114,0.749303621,26000,0.299855491,0.152870992,90321,74200,89696,108800
University of Central Florida,FL,3,41.04,1280,57874,0.4474,0.0981,0.3011,0.0737,9949,0.40505317,18190,0.589144516,0.352640047,31400,51200,58308,86600
Union University,TN,3,52.55,1280,1731,0.6736,0.1369,0.0092,0.0191,28533,0.585454545,20714,0.712765957,0.325237592,39416,49600,53990,77900
Lake Forest College,IL,3,59.72,1280,1724,0.4745,0.0342,0.2036,0.0632,27904,0.730994152,26158,0.603040541,0.24587156,59959,55600,61825,99500
Texas A & M University-College Station,TX,3,62.65,1280,56792,0.5563,0.0229,0.2539,0.1135,20257,0.764223268,17804,0.511677788,0.299507473,58904,67800,72097,110600
SUNY at Purchase College,NY,3,74.68,1280,3050,0.4902,0.1282,0.2643,0.0403,19598,0.648305085,21067,0.588863892,0.24137931,49814.5,41300,45092,75900
Embry-Riddle Aeronautical University-Prescott,AZ,3,68,1280,3114,0.5768,0.0186,0.1506,0.061,37302,0.372737887,23666,0.181643441,0.355459272,38662,70300,84131,115500
Elon University,NC,3,74.46,1280,6337,0.7903,0.0573,0.0639,0.0234,38001,0.735703246,20500,0.579948142,0.090909091,112797,58700,74545,87500
Virginia Wesleyan University,VA,3,81.43,1280,1154,0.5043,0.247,0.104,0.0225,22807,0.398058252,27000,0.627013631,0.308724832,47832,44100,50074,74700
University of Dallas,TX,3,58.7,1280,1446,0.5864,0.0249,0.2656,0.0685,22381,0.648550725,23117,0.569744597,0.164658635,77741,51400,58285,83700
Agnes Scott College,GA,3,66.52,1280,923,0.3705,0.3164,0.1441,0.0574,22358,0.647321429,26749,0,0.211956522,45206,46300,56274,79600
University of the Pacific,CA,3,93.23,1280,3266,0.1849,0.0395,0.2563,0.3573,23800,0.641414141,19500,0.590138675,0.350177305,44821.5,84200,78445,154800
DePauw University,IN,3,65.8,1280,1732,0.5918,0.0577,0.0808,0.0271,25673,0.8,27000,0.502446982,0.163511188,82288,66100,70527,102600
Lipscomb University,TN,3,71.12,1280,2950,0.7085,0.0702,0.1007,0.041,26070,0.61042524,19500,0.646973012,0.235703246,47725,51500,55541,82200
Michigan State University,MI,3,87.95,1270,39021,0.6732,0.0663,0.0602,0.0774,19449,0.725594545,23250,0.553479011,0.209521896,70982,63200,67253,98200
SUNY College at Geneseo,NY,3,74.93,1270,4078,0.81,0.037,0.0672,0.0341,18950,0.603019538,19500,0.618975904,0.186387435,77511,53400,67316,84600
University of Oregon,OR,3,86.29,1270,19443,0.6177,0.0254,0.1536,0.0661,20543,0.619471842,20139,0.581754386,0.284458575,51607,51300,61324,84400
Allegheny College,PA,3,69.65,1270,1324,0.6926,0.0793,0.0853,0.0347,24838,0.731770833,27000,0.529048208,0.221333333,65273,56800,62069,94700
Seattle University,WA,3,85.15,1270,4033,0.3385,0.0533,0.146,0.2542,33700,0.727474972,19883,0.650700935,0.194029851,74787.5,63200,75272,99800
Belmont University,TN,3,96.27,1270,7349,0.7729,0.0493,0.084,0.0286,31860,0.648296593,20500,0.653945333,0.158458244,87507,51500,55930,83800
University of North Carolina Wilmington,NC,3,68.83,1270,13960,0.7869,0.0442,0.0827,0.0188,19442,0.644413212,19500,0.63087375,0.258978452,52650,46600,54967,78700
Kettering University,MI,3,80.75,1270,1401,0.7766,0.0328,0.0421,0.065,33677,0.620991254,27000,0.190184049,0.181818182,88308,78500,94823,106100
Rollins College,FL,3,49.99,1270,2567,0.5836,0.058,0.171,0.0343,33711,0.640186916,25500,0.6425,0.237532808,43978,53100,58295,91400
Kalamazoo College,MI,3,79.25,1260,1192,0.6107,0.0487,0.1644,0.0596,22567,0.734883721,26077,0.58313253,0.136950904,80869,54400,65590,90900
John Carroll University,OH,3,82.37,1260,2358,0.8418,0.0454,0.045,0.0284,28824,0.723704867,26000,0.466329966,0.185986159,97381,61100,62860,96700
Illinois Wesleyan University,IL,3,42.22,1260,1518,0.691,0.0731,0.0916,0.0711,26015,0.775075988,27000,0.522727273,0.177257525,98014,67300,70871,104500
Calvin University,MI,3,74.21,1260,2833,0.7031,0.0452,0.0388,0.0477,23621,0.669616519,23250,0.562759767,0.13225256,82351,48700,58375,79400
New York Institute of Technology,NY,3,75.72,1260,3279,0.2147,0.1177,0.2229,0.2769,20437,0.509872242,23334,0.374514877,0.329654158,39414,68100,70080,101200
Southwestern University,TX,3,44.79,1260,1480,0.5601,0.0554,0.2682,0.0405,29104,0.731884058,25000,0.573705179,0.203354298,74646,63400,56878,96300
Butler University,IN,3,82.06,1260,4304,0.8044,0.0388,0.0634,0.0404,37339,0.779349364,26000,0.60110421,0.129511677,109207,68900,77235,122100
Earlham College,IN,3,73.24,1260,589,0.5654,0.0764,0.0866,0.0272,25496,0.612244898,23488,0.575268817,0.226256983,62075,39200,50797,71700
St. Mary's College of Maryland,MD,3,77.3,1260,1476,0.6938,0.1152,0.0867,0.0359,18736,0.60625,21000,0.597096189,0.232824428,85000,55200,60110,92300
University of Mary Washington,VA,3,85.79,1260,3443,0.6454,0.0831,0.1214,0.0447,22066,0.61861521,20500,0.685314685,0.247989276,80643,56200,60613,97700
Valparaiso University,IN,3,94.15,1260,2342,0.7071,0.064,0.105,0.0307,27690,0.723910172,26942,0.571043771,0.288135593,70535,54400,63191,88700
Champlain College,VT,3,55.68,1260,3031,0.6991,0.06,0.096,0.0416,32455,0.531215772,26814,0.470273166,0.317201166,58876,54400,58386,73000
Washington College,MD,3,74.71,1260,935,0.6449,0.1155,0.0866,0.0332,12606,0.76816609,26956,0.608928571,0.160377359,88294.5,56500,65518,92000
University of Alabama in Huntsville,AL,3,78.1,1260,6985,0.7102,0.0873,0.0666,0.0389,18240,0.369397218,20705,0.476349937,0.310132159,44787,52000,61767,93300
Saint Mary's College,IN,3,83.89,1260,1378,0.7692,0.0174,0.1488,0.016,25209,0.726351351,27000,0,0.197986577,87888,51300,59354,85200
Goucher College,MD,3,80.24,1260,981,0.5087,0.264,0.0459,0.051,27204,0.556776557,26000,0.682692308,0.175972927,71417,55100,53023,86200
California Lutheran University,CA,3,87.18,1260,2510,0.3817,0.0462,0.4004,0.055,28284,0.69241573,21669,0.617228464,0.353858785,56619,60200,68712,96300
Duquesne University,PA,3,87.49,1260,5087,0.8009,0.0484,0.0462,0.0358,35027,0.728310502,26244,0.642581144,0.172968624,88633,68200,74742,118800
Western Washington University,WA,3,92.69,1260,13686,0.688,0.0203,0.108,0.0601,18373,0.594775856,18500,0.600043927,0.266853933,51312,50600,62569,82400
University of North Carolina School of the Arts,NC,3,31.78,1260,915,0.6197,0.0984,0.1377,0.0262,13211,0.735955056,23870,0.520775623,0,67704,46700,38357,81600
Bryant University,RI,3,68.81,1260,3193,0.7554,0.0404,0.072,0.0366,40331,0.851794072,26849,0.397794741,0.160667252,110617,77600,90008,107700
University of Massachusetts-Lowell,MA,3,85.95,1260,11985,0.5386,0.0833,0.1423,0.1389,18281,0.576695652,23704,0.434395849,0.317661488,53801,57200,64874,91300
George Mason University,VA,3,90,1260,26447,0.3425,0.1194,0.1711,0.2307,17385,0.662478336,19500,0.557201846,0.299878592,44254,63900,76343,107000
State University of New York at New Paltz,NY,3,58.27,1250,5990,0.5891,0.0699,0.2317,0.0436,18358,0.440531561,18750,0.635443987,0.316942149,48878,48700,58073,79700
Cornell College,IA,3,79.33,1250,1056,0.7472,0.0682,0.09,0.036,24164,0.613168724,27000,0.46741573,0.195754717,80000,45400,53460,77200
Saint Michael's College,VT,3,85.15,1250,1200,0.8308,0.0283,0.055,0.0142,25392,0.783382789,26922,0.615151515,0.1171875,111919.5,57800,61317,89500
South Dakota School of Mines and Technology,SD,3,82.69,1250,2047,0.8344,0.0112,0.0542,0.0151,21282,0.368298368,27000,0.224619289,0.183135705,76508,62400,72257,103200
University of Cincinnati-Main Campus,OH,3,86.22,1250,27880,0.7141,0.0761,0.0416,0.0534,21804,0.462679648,21250,0.559846792,0.309751925,57821.5,49700,54810,82600
Biola University,CA,3,56.63,1250,3474,0.4171,0.0285,0.2216,0.1422,28098,0.625284738,23875,0.667792032,0.235507246,60489,50700,56778,84500
Cedarville University,OH,3,64.88,1250,3851,0.8655,0.0135,0.0296,0.0317,23096,0.667168675,20937,0.53368329,0.126559715,78221,46800,55443,82800
Hastings College,NE,3,71.33,1250,918,0.6732,0.061,0.0991,0.0065,21919,0.40625,27000,0.465930018,0.274853801,66876,47500,51303,77200
Transylvania University,KY,3,90.79,1250,976,0.7787,0.0523,0.0533,0.0328,23734,0.714912281,27000,0.595959596,0.163636364,84264.5,50100,54705,79200
University of Missouri-Columbia,MO,3,79.13,1250,23206,0.7949,0.0547,0.0554,0.0278,19979,0.622676153,20500,0.543242492,0.200520833,76951.5,56600,63403,94700
Embry-Riddle Aeronautical University-Worldwide,FL,3,57.67,1250,8278,0.5381,0.0873,0.1845,0.0366,15236,0.372737887,23666,0.181643441,0.355459272,38662,70300,84131,115500
Westminster College,UT,3,69.75,1250,955,0.6963,0.0157,0.1277,0.0251,26457,0.5,22250,0.609394314,0.268774704,56805,58100,66215,90700
Truman State University,MO,3,45.05,1250,2920,0.7832,0.0243,0.0315,0.025,13256,0.556906077,21000,0.599009901,0.228092784,70948,50500,56280,78600
Hendrix College,AR,3,60.28,1250,1127,0.6877,0.0745,0.0914,0.0319,22780,0.619402985,26688,0.505952381,0.192066806,64295.5,44500,60376,75800
Drew University,NJ,3,72.66,1250,1419,0.5765,0.1008,0.0296,0.0388,24892,0.665634675,25288,0.621621622,0.244972578,61492.5,58500,63646,89200
Manhattan College,NY,3,82.3,1250,3066,0.4615,0.0643,0.2864,0.0457,28590,0.731308411,26000,0.477941177,0.25416365,76817,70800,86316,112400
Michigan Technological University,MI,3,93.68,1250,5633,0.8464,0.0098,0.0291,0.022,16283,0.584354383,24990,0.277468354,0.18537859,77439,66800,78198,101300
Juniata College,PA,3,76.16,1240,1116,0.7151,0.0466,0.0771,0.0233,25378,0.679180887,27000,0.56996587,0.199643494,80555,56800,56918,82800
Thomas Jefferson University,PA,3,88.85,1240,3739,0.4934,0.1412,0.1163,0.1519,26290,0.657613967,14744,0.774285714,0.329798515,39995.5,99300,77449,156500
Austin College,TX,3,54.37,1240,1166,0.4889,0.0712,0.2607,0.1201,22764,0.600823045,24500,0.50533049,0.233944954,54764,52800,61296,91200
Saint Joseph's University,PA,3,88.68,1240,4978,0.6714,0.0629,0.0904,0.1085,31894,0.725468578,25500,0.59298441,0.175101803,108285,65900,86881,105000
University of Houston,TX,3,66.24,1240,37080,0.1845,0.1112,0.3718,0.2399,13900,0.524561869,18194,0.525710015,0.404927134,33197.5,60600,62377,100000
Luther College,IA,3,75.32,1240,1603,0.7486,0.0293,0.0661,0.0175,26138,0.689804772,27000,0.524271845,0.128463476,92364,53200,59850,80200
James Madison University,VA,3,78.31,1240,19968,0.7478,0.047,0.0763,0.057,22465,0.776315789,20093,0.61322532,0.208308953,92165,63300,69954,102600
University of Oklahoma-Norman Campus,OK,3,72.92,1240,20842,0.5752,0.0474,0.1341,0.0714,20261,0.53839779,20654,0.557354514,0.283689099,50976,61900,63126,105000
Nazareth College,NY,3,83.94,1240,1978,0.7917,0.0516,0.0693,0.0222,31218,0.697160883,26038,0.73559322,0.182060391,78894.5,45800,56458,68400
LeTourneau University,TX,3,48.83,1240,1553,0.6974,0.0528,0.0541,0.0212,25344,0.482617587,26000,0.516771489,0.340571429,43984.5,56800,57103,104300
Ohio Wesleyan University,OH,3,52.18,1240,1401,0.7173,0.0692,0.055,0.0321,25814,0.578313253,27000,0.490674319,0.215053763,65861,51600,55624,85900
University of Tulsa,OK,3,69.18,1240,2612,0.4962,0.0823,0.1263,0.0678,27005,0.613636364,21500,0.494208494,0.228494624,56709,60500,61408,96900
College of Charleston,SC,3,75.69,1240,9667,0.7892,0.0561,0.0716,0.0194,18690,0.607216495,23250,0.657823498,0.200619893,58643,48700,56416,81300
Eckerd College,FL,3,65.09,1240,1986,0.7618,0.0247,0.0916,0.0206,31954,0.584615385,27000,0.653164557,0.203753351,77695,46700,51819,82700
Xavier University,OH,3,84.54,1240,4837,0.7459,0.1059,0.0583,0.026,26310,0.657439446,23250,0.568421053,0.160334836,93802,58200,64873,92400
Embry-Riddle Aeronautical University-Daytona Beach,FL,3,64.53,1240,7155,0.5755,0.0492,0.15,0.0488,37975,0.372737887,23666,0.181643441,0.355459272,38662,70300,84131,115500
University of Scranton,PA,3,84.35,1240,3515,0.7408,0.0356,0.1232,0.0356,34559,0.710106383,27000,0.566112957,0.203472222,99655,62300,74652,103100
Salisbury University,MD,3,91.06,1240,6145,0.6976,0.1336,0.0672,0.0329,18212,0.665110852,21000,0.59568299,0.291723666,69454,54200,61515,83300
New College of Florida,FL,3,75.41,1240,669,0.6457,0.0404,0.1704,0.0419,7091,0.561728395,17375,0.674576271,0.209386282,44268,48082,48082,0
University of Utah,UT,3,89.13,1240,25392,0.6329,0.0144,0.1407,0.0785,9422,0.474244256,19000,0.505529686,0.294409168,38625,63500,67170,108700
University of South Florida,FL,3,43.93,1240,36763,0.4551,0.0803,0.2248,0.0831,9203,0.591702257,17988,0.605735746,0.357541899,32495,48500,57743,81300
Minneapolis College of Art and Design,MN,3,56.89,1230,689,0.6415,0.0479,0.1074,0.074,27408,0.692708333,27000,0.661498708,0.208333333,52219,43200,40873,75900
Adelphi University,NY,3,72.78,1230,5004,0.4394,0.0879,0.2038,0.1301,26501,0.706500956,25000,0.721112077,0.354206501,51854,63000,75482,94400
Taylor University,IN,3,74.61,1230,1767,0.8076,0.0283,0.0475,0.0306,25815,0.665847666,20500,0.601637108,0.145658263,73593,42600,52198,80800
Emmanuel College,MA,3,79.69,1230,1855,0.6776,0.0636,0.1229,0.0474,30487,0.703557312,27000,0.756650246,0.207368421,86708,54400,68245,79100
Sweet Briar College,VA,3,75.75,1230,451,0.6918,0.0843,0.0466,0.0266,27635,0.405405405,27000,0,0.232,41827,43500,51943,70500
University of Illinois Chicago,IL,3,78.69,1230,21567,0.2336,0.0759,0.3632,0.2106,11139,0.619583687,16704,0.528450212,0.443977997,33725.5,61300,68740,106700
University of Missouri-Kansas City,MO,3,69.48,1230,6479,0.5002,0.1334,0.1406,0.1076,13242,0.455615498,18750,0.606357616,0.33704246,37544,57200,59637,109500
Whittier College,CA,3,75.45,1230,1124,0.2625,0.0489,0.444,0.0676,26635,0.62962963,24937,0.573684211,0.335251799,64984,50900,59492,85500
Wabash College,IN,3,61.49,1230,835,0.7293,0.0359,0.1138,0.0156,22067,0.797814208,27000,0,0,88462,64000,69952,101800
Messiah University,PA,3,79.41,1230,2327,0.78,0.0352,0.0782,0.0344,23623,0.728842832,25621,0.633608815,0.18173258,85483,50500,54064,78100
University of Arizona,AZ,3,86.76,1230,37979,0.4936,0.0414,0.2791,0.0526,14721,0.49911675,19620,0.562853907,0.314072957,43043,56000,59979,99400
Hollins University,VA,3,72.4,1230,689,0.582,0.148,0.0943,0.0116,22078,0.565445026,27000,0,0.258241758,48958,37900,40075,70600
Samford University,AL,3,83.26,1230,3668,0.8506,0.0534,0.0409,0.0144,30689,0.711409396,19500,0.658878505,0.138055222,87745,59800,58469,124000
Le Moyne College,NY,3,78.28,1230,2459,0.7255,0.0744,0.0882,0.0447,23007,0.740112994,23000,0.601865136,0.222900763,74353,55600,62731,87800
Millsaps College,MS,3,67.83,1220,622,0.5949,0.2701,0.0434,0.0273,26812,0.176470588,27000,0.497126437,0.167173252,65694.5,54500,53848,89800
University of Iowa,IA,3,86,1220,21545,0.7453,0.0301,0.0892,0.0475,20426,0.632129514,22500,0.562304321,0.223128536,72993,62000,64762,101700
Drury University,MO,3,63.43,1220,1369,0.7516,0.0292,0.0197,0.0256,20126,0.351981352,20979,0.603750756,0.412763069,31973,36200,40694,66800
DePaul University,IL,3,70.17,1220,13968,0.482,0.075,0.2319,0.1206,29430,0.629003559,23168,0.550042337,0.302351416,48556,60200,68751,99700
Louisiana State University and Agricultural & Mechanical College,LA,3,75.72,1220,27729,0.6264,0.1731,0.0925,0.0501,18761,0.567090579,20500,0.572788919,0.266491985,55214,60100,61251,96600
Berea College,KY,3,24.58,1220,1412,0.4426,0.187,0.1544,0.039,2601,0.590697674,3591,0.558579882,0.405777166,22742,36300,43150,65000
Ohio Dominican University,OH,3,52.42,1220,795,0.5346,0.2491,0.0667,0.0138,22373,0.468834688,26000,0.538573508,0.379146919,50001,47100,51748,72300
Concordia College at Moorhead,MN,3,65.53,1220,1800,0.7706,0.04,0.0333,0.0278,23793,0.670428894,26847,0.581032413,0.126884422,87417,49000,59317,82400
Rockhurst University,MO,3,66.46,1220,1732,0.6218,0.0901,0.1605,0.0375,21294,0.758474576,18250,0.621004566,0.206070288,85260,57300,67102,92100
Meredith College,NC,3,73.18,1220,1294,0.6461,0.0927,0.1314,0.0502,20269,0.53652968,25000,0.979567308,0.219948849,61779.5,43500,51539,70500
High Point University,NC,3,78.88,1220,4965,0.7676,0.0655,0.0759,0.0197,37285,0.076923077,24575,0.633381924,0.147786947,111649,42900,61389,73800
University of Minnesota-Duluth,MN,3,80.7,1220,7754,0.8352,0.0237,0.0383,0.0344,17156,0.573888092,22024,0.488211174,0.183406114,83308.5,56300,62616,84700
Pace University,NY,3,82.93,1220,7766,0.4768,0.0994,0.2144,0.0774,30759,0.525588536,23250,0.653438434,0.294117647,55332,66800,70378,112600
University of Mobile,AL,3,84.08,1220,1108,0.6363,0.1625,0.019,0.0135,18441,0.418552036,26500,0.673280423,0.324285714,39700,38700,43611,73400
Elmira College,NY,3,95.95,1220,603,0.728,0.0431,0.0614,0.0216,23083,0.668965517,27000,0.711155379,0.268398268,65605,48500,57550,79000
The College of Saint Scholastica,MN,3,96.61,1220,1923,0.7837,0.0484,0.0359,0.0265,23430,0.670673077,20000,0.755102041,0.28496732,58385,56000,65934,84500
Benedictine College,KS,3,98.83,1220,2155,0.7675,0.0311,0.1137,0.0158,28399,0.48960739,24599,0.498098859,0.149606299,95543,45000,53175,73100
Long Island University,NY,3,92.65,1220,5751,0.3817,0.1595,0.1582,0.1248,25774,0.429876656,23577,0.683901005,0.356356968,27459,58400,59950,102800
John Brown University,AR,3,56.64,1220,1354,0.7075,0.0133,0.0938,0.0199,20404,0.626146789,21250,0.615584416,0.288828338,52350.5,55400,53907,106800
Birmingham-Southern College,AL,3,57.17,1220,968,0.7397,0.1519,0.0558,0.0227,19723,0.662962963,25000,0.520361991,0.172494173,68094.5,53100,59481,77600
Saint Anselm College,NH,3,82.3,1220,1955,0.8685,0.0148,0.045,0.0113,35038,0.764302059,27000,0.602853746,0.130806846,123136,63200,73371,92200
St. John's University-New York,NY,3,84.67,1220,10081,0.3923,0.1405,0.2171,0.1624,26276,0.629070158,25000,0.590446785,0.316455696,50604.5,62400,69571,111800
University of New Hampshire-Main Campus,NH,3,86.99,1220,11396,0.8529,0.0082,0.0398,0.0278,23572,0.699776429,26814,0.557601955,0.174486235,89334,57700,66479,89300
Salve Regina University,RI,3,69.53,1220,2174,0.7981,0.0152,0.0906,0.0129,36456,0.733870968,27000,0.714140387,0.185850053,96000,57700,72975,84900
Springfield College,MA,3,75.63,1220,2002,0.7313,0.0534,0.0934,0.0255,27201,0.561844864,26250,0.598324022,0.313887128,46944.5,48500,48036,83100
Quinnipiac University,CT,3,83.79,1220,6021,0.7427,0.0437,0.1051,0.0382,39682,0.686738836,26000,0.623208191,0.199360341,106325.5,67700,83759,102400
Wittenberg University,OH,3,93.93,1220,1235,0.7368,0.098,0.0567,0.0121,22729,0.074946467,27000,0.522340426,0.235690236,69012,49000,54947,78500
Mississippi State University,MS,3,75.19,1220,18154,0.7435,0.1538,0.0386,0.016,15910,0.494047619,22142,0.539530843,0.248577142,38988,47400,51513,82500
University of Redlands,CA,3,81.87,1220,2301,0.3768,0.0461,0.4224,0.0508,28202,0.647845468,26000,0.592654424,0.352345906,57353,57700,72690,97100
Roger Williams University,RI,3,90.99,1220,3971,0.7446,0.0312,0.0972,0.0184,39683,0.658757062,26940,0.586839267,0.196590909,103564.5,56000,70266,87300
Gordon College,MA,3,91.76,1220,1255,0.6096,0.0598,0.1211,0.0335,21043,0.631736527,26250,0.649762282,0.169154229,82787,47700,52119,77500
Wentworth Institute of Technology,MA,3,92.31,1220,3557,0.5831,0.0751,0.1226,0.0956,36750,0.631399317,25028,0.205934718,0.24718398,82446,67300,82721,95900
Franciscan University of Steubenville,OH,3,66.65,1210,2605,0.7328,0.0092,0.1701,0.028,24766,0.723311547,23384,0.589901478,0.109137056,88379.5,42700,50030,70900
Ramapo College of New Jersey,NJ,3,70.47,1210,4611,0.5545,0.0618,0.2386,0.1056,19333,0.572525597,21000,0.559659091,0.312886598,68011,56300,67541,87400
Hanover College,IN,3,74.11,1210,949,0.7692,0.0474,0.0263,0.0063,24059,0.565737052,25250,0.530864198,0.253218884,76697.5,51600,53957,78000
Rider University,NJ,3,84.13,1210,3105,0.5275,0.1414,0.1807,0.0535,23153,0.624349636,26130,0.597790055,0.294011976,65207.5,54100,62208,87600
Florida Institute of Technology,FL,3,64.37,1210,3114,0.5453,0.0491,0.1416,0.0177,28552,0.270525694,27000,0.524374177,0.401340283,30032,61200,43137,92300
Hope College,MI,3,80.45,1210,3173,0.7888,0.0356,0.0756,0.0233,23985,0.776119403,26800,0.589515331,0.149131767,92618,50700,58427,79700
Pennsylvania State University-Penn State Harrisburg,PA,3,95.55,1210,4053,0.474,0.0952,0.0873,0.133,23705,0.573754019,25000,0.501226005,0.287565253,61924,57200,63435,94200
Carroll University,WI,3,72.14,1210,2689,0.749,0.0249,0.1101,0.0338,24812,0.615989515,27000,0.663884674,0.271565495,79870,47000,58009,75100
Arcadia University,PA,3,77.57,1210,1750,0.6011,0.1291,0.0989,0.0514,28861,0.511244378,27000,0.6840417,0.306701031,66802,48000,58336,81700
Widener University,PA,3,87.69,1210,2513,0.6554,0.1819,0.0625,0.0426,31703,0.651416122,27000,0.60591716,0.300377834,77624,59100,70920,92200
Alfred University,NY,3,50.61,1210,1305,0.6421,0.1157,0.1034,0.0161,23038,0.588110403,26000,0.463882619,0.245049505,54905.5,47300,54897,84700
SUNY Maritime College,NY,3,80.33,1210,1291,0.6747,0.0542,0.1526,0.0449,21096,0.664634146,23250,0.126126126,0.214828897,85119,86200,95951,124700
Berry College,GA,3,66.31,1210,2232,0.7267,0.0811,0.103,0.0291,22395,0.68973747,23250,0.619363395,0.168741356,82687.5,43900,53800,82500
University of North Carolina at Asheville,NC,3,74.31,1210,2803,0.7467,0.0474,0.0849,0.0178,13637,0.596899225,20500,0.612205976,0.218398412,44221,38800,44030,72600
Bradley University,IL,3,75.14,1210,4133,0.648,0.0881,0.1379,0.0443,23005,0.703872437,27000,0.529885058,0.236043689,79479,58300,66852,96700
Oglethorpe University,GA,3,70.99,1210,1426,0.3724,0.2265,0.2286,0.04,20638,0.486666667,25000,0.601410935,0.199240987,46649,49400,55232,91000
Whitworth University,WA,3,90.52,1210,2037,0.6249,0.0265,0.1291,0.0417,26736,0.691927512,25000,0.646684832,0.242248062,63155,48000,58561,81600
Pennsylvania State University-Penn State Erie-Behrend College,PA,3,95.44,1210,3149,0.7888,0.0337,0.0435,0.0438,24375,0.573754019,25000,0.501226005,0.287565253,61924,57200,63435,94200
Florida Southern College,FL,3,56.61,1210,2702,0.6884,0.0607,0.1484,0.0252,27404,0.641481481,25000,0.685689949,0.276198934,66112,44400,55294,69400
Marymount Manhattan College,NY,3,72.09,1210,1568,0.5172,0.1027,0.227,0.0287,39478,0.57300885,25750,0.789704272,0.226371062,58699,45500,49131,80900
Endicott College,MA,3,73.31,1210,2999,0.8479,0.0147,0.0504,0.0147,36959,0.742698192,27000,0.632200886,0.189481825,98646,56200,58336,76900
Seattle Pacific University,WA,3,90.71,1210,2409,0.3981,0.0722,0.176,0.1544,25108,0.548104956,24000,0.695906433,0.228699552,62276,54200,64506,90100
Stetson University,FL,3,93.8,1210,2517,0.5256,0.1172,0.1971,0.0179,25249,0.583006536,23250,0.615781711,0.267248216,52032.5,51800,51642,88300
DeSales University,PA,3,77.17,1200,2175,0.7182,0.0538,0.1297,0.0428,28928,0.573926868,25788,0.657142857,0.295474712,65095,54700,61295,92200
Suffolk University,MA,3,86.79,1200,4325,0.4913,0.0775,0.1614,0.0721,27882,0.585824082,26889,0.600838379,0.296502788,62281,59900,67506,96400
Monmouth University,NJ,3,90.92,1200,3799,0.6904,0.0492,0.1695,0.0226,30005,0.690695725,27000,0.594744122,0.323076923,73885,55900,67991,88900
Wagner College,NY,3,68.54,1200,1638,0.5757,0.0653,0.1661,0.0458,29228,0.728855721,25000,0.624511082,0.284530387,75806,64700,74360,100200
Molloy College,NY,3,76.63,1200,3207,0.508,0.1004,0.2466,0.0904,27519,0.654503991,27000,0.748256183,0.352982456,60092,64100,77789,101000
University of Maine,ME,3,93.96,1200,8720,0.8303,0.0171,0.0506,0.0171,17175,0.464190981,25000,0.482962963,0.234053498,65562,48300,48653,78400
Virginia Military Institute,VA,3,71.06,1200,1512,0.7407,0.0675,0.082,0.0483,21215,0.73880597,22996,0.143410853,0.152475248,99470,65200,77369,97800
