School Name,State,Degree Level,Acceptance Rate,Average SAT,Undergraduate Students,White,Black,Hispanic,Asian,Net Price,4 Year Graduation Rate,Median Debt @ Graduation,Percent Female,First Generation,Median Family Income,Median Earnings @ 10 Years Post Grad,Mean Earnings @ 10 Years Post Grad,90th Percentile Earnings
Bob Jones University,SC,3,100,0,2374,0.7565,0.0194,0.08,0.0333,16506,0.584139265,16585,0.558823529,0.144067797,51346.5,44354,44354,0
American Baptist College,TN,3,100,0,52,0,0.9423,0.0192,0,19150,0.23255814,0,0.428571429,0.484848485,17703,41216,41216,0
Touro University Worldwide,CA,3,100,0,387,0.3333,0.2506,0.0724,0.0336,16805,0.362637363,25000,0.802197802,0.402684564,22671.5,40803,40803,0
Carolina Christian College,NC,3,100,0,47,0,0.9362,0.0213,0,13528,0,0,0,0,13895,40672,40672,0
Pacific Rim Christian University,HI,3,100,0,95,0.2316,0.0316,0.1789,0.2211,21368,0.653846154,0,0.478723404,0,27346,40523,40523,0
Hobe Sound Bible College,FL,3,100,0,165,0.7212,0.0667,0.0788,0.0061,5111,0,0,0.554347826,0.341772152,23357.5,39863,39863,0
International Baptist College and Seminary,AZ,3,100,0,55,0.8364,0.0364,0.0727,0,15997,0,0,0.48,0,31665,39556,39556,0
Saint Joseph Seminary College,LA,3,100,0,106,0.5377,0,0.1887,0.1038,35530,0,0,0,0,37732,38366,38366,0
Baptist University of the Americas,TX,3,100,0,108,0.037,0.0185,0.4722,0.0278,7764,0.272727273,0,0.555555556,0.553571429,24653,37709,37709,0
Williamson Christian College,TN,3,100,0,46,0.7174,0.0435,0.0652,0.0435,21201,0,0,0,0,18354,37474,37474,0
Allegheny Wesleyan College,OH,3,100,0,77,0.9221,0.026,0,0,5688,0,0,0.59375,0,23737.5,37453,37453,0
Kehilath Yakov Rabbinical Seminary,NY,3,100,0,187,1,0,0,0,2081,0,0,0,0,17030,36442,36442,0
Schiller International University,FL,3,100,0,23,0.3478,0.0435,0.1304,0.0435,23042,0.448275862,35758,0.520833333,0,23993,35529,35529,0
Tri-State Bible College,OH,3,100,0,21,0.8095,0.0952,0.0476,0,14768,0,0,0,0,11956,31675,31675,0
Yeshivah Gedolah Rabbinical College,FL,3,100,0,44,0.9091,0,0,0,10705,0,0,0,0,30601,30667,30667,0
Carolina College of Biblical Studies,NC,3,100,0,112,0.3125,0.5179,0.0982,0,15448,0.294117647,25750,0.495575221,0.573033708,25405,24581,24581,0
City Vision University,MO,3,100,0,132,0.3788,0.1515,0.1364,0.0152,6262,0,0,0.506493507,0.484848485,6591,21123,21123,0
Be'er Yaakov Talmudic Seminary,NY,3,100,0,638,1,0,0,0,3818,0.546052632,0,0,0,18000,17360,17360,0
Capella University,MN,3,100,0,13275,0.4979,0.2299,0.1275,0.0345,17147,0.217056022,14968,0.746927998,0.496697334,31525,72600,42189,138200
West Coast University-Los Angeles,CA,3,100,0,2620,0.3511,0.0359,0.326,0.2107,45923,0.652895909,32946,0.797790055,0.397344229,29657,67700,102672,0
American Public University System,WV,3,100,0,37569,0.4794,0.1595,0.1813,0.0274,10168,0.201525231,21743,0.500092013,0.534444811,22613.5,67000,44409,0
Parker University,TX,3,100,0,411,0.4428,0.2774,0.0316,0.0657,24109,0.434782609,12288,0.733695652,0.389473684,23643,62600,42091,0
Bellevue University,NE,3,100,0,10318,0.5351,0.1625,0.1687,0.0305,26946,0.492788462,20000,0.594844679,0.449388209,33599,60500,61289,100600
Saint Anthony College of Nursing,IL,3,100,0,181,0.6961,0.0552,0.1768,0.0552,21045,0.806451613,20000,0.852459016,0.4375,35401,60100,77709,0
National University,CA,3,100,0,7993,0.3058,0.1245,0.322,0.0707,29412,0.446808511,25000,0.635379061,0.440088757,31188,59000,67548,91100
Indiana Wesleyan University-National & Global,IN,3,100,0,5451,0.616,0.2484,0.0596,0.0119,16899,0.39982679,24250,0.729889299,0.474113996,35007,56200,59986,93300
University of Maryland Global Campus,MD,3,100,0,44458,0.3528,0.2644,0.1716,0.053,16805,0.282017648,21000,0.54435891,0.46471966,30322.5,55900,65287,102200
Miami University-Hamilton,OH,3,100,0,2065,0.7075,0.078,0.0479,0.0339,12681,0.590237636,23000,0.541991342,0.228633642,79777,55400,55076,94500
Miami University-Middletown,OH,3,100,0,946,0.7294,0.0581,0.0338,0.0148,13832,0.590237636,23000,0.541991342,0.228633642,79777,55400,55076,94500
Union Institute & University,OH,3,100,0,468,0.3996,0.1816,0.3205,0.0299,28463,0.677130045,18750,0.642857143,0.560777958,43147.5,55000,64080,104800
University of Phoenix-Arizona,AZ,3,100,0,66792,0.2417,0.1978,0.1005,0.0095,13528,0.219897166,31553,0.697281162,0.54353388,18602,54900,37752,110100
University of the Potomac-Washington DC Campus,DC,3,100,0,228,0.1009,0.1711,0.0395,0.4211,17719,0,8769,0.5,0.483333333,25639,54600,34961,113000
Southern Nazarene University,OK,3,100,0,908,0.5022,0.098,0.2225,0.0165,20194,0.564144737,21900,0.549634274,0.380471381,46277,54000,54951,93500
Franklin University,OH,3,100,0,5117,0.5796,0.1917,0.0842,0.027,15502,0.417146974,20836,0.610630408,0.503413746,29655,53800,51892,90700
Ohio State University Agricultural Technical Institute,OH,3,100,0,421,0.9311,0.0095,0.0166,0.0024,18134,0.621949873,19976,0.520343909,0.262238654,64713.5,53600,60409,86400
Ohio State University-Lima Campus,OH,3,100,0,731,0.7962,0.0534,0.0438,0.0219,12924,0.621949873,19976,0.520343909,0.262238654,64713.5,53600,60409,86400
Ohio State University-Mansfield Campus,OH,3,100,0,722,0.7424,0.0928,0.0582,0.0374,16277,0.621949873,19976,0.520343909,0.262238654,64713.5,53600,60409,86400
Ohio State University-Marion Campus,OH,3,100,0,833,0.7527,0.0384,0.048,0.0684,12832,0.621949873,19976,0.520343909,0.262238654,64713.5,53600,60409,86400
Ohio State University-Newark Campus,OH,3,100,0,2119,0.6017,0.1883,0.0529,0.0698,15059,0.621949873,19976,0.520343909,0.262238654,64713.5,53600,60409,86400
Strayer University-Maryland,MD,3,100,0,1298,0.1579,0.6787,0.0655,0.0154,21488,0.133444207,40621,0.750834485,0.537294034,18178,53500,40092,106500
Strayer University-Tennessee,TN,3,100,0,2598,0.3129,0.6247,0.0185,0.0012,19114,0.133444207,40621,0.750834485,0.537294034,18178,53500,40092,106500
Strayer University-North Carolina,NC,3,100,0,2646,0.2162,0.6731,0.0412,0.0045,21050,0.133444207,40621,0.750834485,0.537294034,18178,53500,40092,106500
Strayer University-Georgia,GA,3,100,0,4319,0.1767,0.7407,0.0315,0.0035,21233,0.133444207,40621,0.750834485,0.537294034,18178,53500,40092,106500
Strayer University-South Carolina,SC,3,100,0,1625,0.2326,0.6818,0.0326,0.0018,18573,0.133444207,40621,0.750834485,0.537294034,18178,53500,40092,106500
Strayer University-Texas,TX,3,100,0,2251,0.2226,0.5384,0.1737,0.0076,20196,0.133444207,40621,0.750834485,0.537294034,18178,53500,40092,106500
Strayer University-Global Region,DC,3,100,0,8358,0.4698,0.3102,0.1308,0.0121,19727,0.133444207,40621,0.750834485,0.537294034,18178,53500,40092,106500
Allen College,IA,3,100,0,278,0.7878,0.0252,0.0144,0.018,31509,0.704225352,18750,0.884615385,0,56247,52800,71261,79700
Nebraska College of Technical Agriculture,NE,3,100,0,242,0.9298,0,0.0496,0,13627,0.559575626,21000,0.525061037,0.220236292,71878,52700,56887,84500
Potomac State College of West Virginia University,WV,3,100,0,954,0.8291,0.0461,0.0388,0,7935,0.493481222,22500,0.501255903,0.303916338,60096,52700,55939,93600
Highlands College of Montana Tech,MT,3,100,0,322,0.7919,0.0062,0.0497,0.0155,14563,0.409586057,18750,0.394348894,0.337301587,38398,52100,54329,103700
Colorado Technical University-Colorado Springs,CO,3,100,0,22315,0.2742,0.1937,0.0027,0.0075,16411,0.197844828,29832,0.650004067,0.545876887,14687.5,51300,37180,101900
Boston Architectural College,MA,3,100,0,259,0.3938,0.0618,0.1737,0.0541,31065,0.342857143,37250,0.428571429,0,24033,50900,62123,79300
Walla Walla University,WA,3,100,0,1234,0.5194,0.0332,0.2285,0.0567,23376,0.606837607,26842,0.519402985,0.166144201,65228.5,50900,61885,88400
Park University,MO,3,100,0,6061,0.4214,0.1737,0.2455,0.0254,16009,0.371084337,21685,0.541274817,0.479576399,30016.5,50800,56309,86800
Utah Valley University,UT,3,100,0,26961,0.7759,0.0118,0.1305,0.0129,9011,0.292503675,14750,0.47188775,0.272155877,31983,50700,55486,94600
Peirce College,PA,3,100,0,761,0.1919,0.5164,0.1353,0.0329,5301,0.200426439,31250,0.710854947,0.554862843,22866,50300,50660,80100
DeVry University-Arizona,AZ,3,100,0,60,0.5333,0.0833,0.2167,0.0167,30963,0.218566206,24807,0.605904902,0.502252141,22648,50300,45987,91000
DeVry University-Nevada,NV,3,100,0,10,0.4,0.1,0.4,0.1,40030,0.218566206,24807,0.605904902,0.502252141,22648,50300,45987,91000
DeVry University-North Carolina,NC,3,100,0,8,0,0.5,0.5,0,17932,0.218566206,24807,0.605904902,0.502252141,22648,50300,45987,91000
Coe College,IA,3,100,0,1224,0.652,0.1013,0.1307,0.0245,18673,0.596638655,27000,0.574780059,0.235202492,73952.5,50000,57125,72700
Weber State University,UT,3,100,0,15540,0.7254,0.0197,0.1366,0.019,10514,0.32570775,15113,0.584247258,0.373511368,35841,49900,56287,88000
University of Cincinnati-Clermont College,OH,3,100,0,2200,0.7045,0.085,0.0605,0.0195,9466,0.462679648,21250,0.559846792,0.309751925,57821.5,49700,54810,82600
University of Cincinnati-Blue Ash College,OH,3,100,0,3927,0.6015,0.2004,0.071,0.0469,12923,0.462679648,21250,0.559846792,0.309751925,57821.5,49700,54810,82600
Northwestern Health Sciences University,MN,3,100,0,227,0.4009,0.0529,0.0308,0.0352,27715,0.348214286,7500,0.596244132,0.248677249,28697,49700,48666,88100
Indiana Institute of Technology-College of Professional Studies,IN,3,100,0,2457,0.3199,0.1648,0.0387,0.0077,19968,0.099727706,26391,0.661044703,0.53301495,14380,49400,47327,82000
Western Governors University,UT,3,100,0,112807,0.5849,0.112,0.1333,0.0378,10580,0.446750614,11116,0.689534656,0.470648263,46441.5,48100,60615,82100
Calumet College of Saint Joseph,IN,3,100,0,562,0.2972,0.2918,0.3612,0.0125,13507,0.359447005,21534,0.502590674,0.518292683,28978.5,47800,46945,91800
Ashford University,CA,3,100,0,26113,0.411,0.2873,0.1994,0.025,24722,0.164761054,31250,0.779918379,0.542900532,17066,47600,35404,66400
College of Staten Island CUNY,NY,3,100,0,8987,0.4099,0.1394,0.264,0.1279,6007,0.278298486,14350,0.563955708,0.46727139,23633.5,47500,53501,87700
Academy of Art University,CA,3,100,0,4485,0.2245,0.1072,0.1737,0.062,37263,0.100392842,31000,0.573198198,0.408370159,22550.5,47300,39008,90600
Empire State University,NY,3,100,0,7027,0.5036,0.1582,0.1564,0.0289,9091,0.300669028,18730,0.713655504,0.450552088,26758,46800,54080,85800
Wilmington University,DE,3,100,0,8210,0.4922,0.2133,0.1571,0.0305,15343,0.363364858,20000,0.688546373,0.470819474,29853,46600,53844,78200
Post University,CT,3,100,0,14297,0.4205,0.3183,0.1433,0.0108,18729,0.126275813,30157,0.725528947,0.56767083,16163,46500,38696,78800
Northwest University-Center for Online and Extended Education,WA,3,100,0,519,0.5819,0.0539,0.1118,0.0135,22476,0.461254613,20891,0.616525424,0.363636364,46713.5,46300,54914,78300
Full Sail University,FL,3,100,0,25526,0.3647,0.2774,0.184,0.0172,29777,0.438328358,27000,0.27026862,0.393435695,21349.5,46000,38219,78000
Ohio University-Eastern Campus,OH,3,100,0,288,0.8785,0.0243,0.0139,0.0069,8240,0.542413891,21056,0.634900623,0.338695755,58609,45800,52581,78900
Ohio University-Chillicothe Campus,OH,3,100,0,758,0.8588,0.0303,0.0224,0.0013,9004,0.542413891,21056,0.634900623,0.338695755,58609,45800,52581,78900
Ohio University-Southern Campus,OH,3,100,0,534,0.8333,0.0225,0.0131,0.0037,8667,0.542413891,21056,0.634900623,0.338695755,58609,45800,52581,78900
Ohio University-Lancaster Campus,OH,3,100,0,633,0.8673,0.0253,0.0221,0,8836,0.542413891,21056,0.634900623,0.338695755,58609,45800,52581,78900
Ohio University-Zanesville Campus,OH,3,100,0,560,0.8643,0.0321,0.0125,0.0107,8663,0.542413891,21056,0.634900623,0.338695755,58609,45800,52581,78900
Bowling Green State University-Firelands,OH,3,100,0,1082,0.7255,0.1128,0.0795,0.0037,15408,0.520510255,25000,0.601310686,0.303294847,63845,45300,47896,73400
Warner Pacific University Professional and Graduate Studies,OR,3,100,0,269,0.4387,0.2045,0.171,0.0632,17343,0.457725948,25000,0.684033613,0.46588694,35115,45200,55204,75700
American InterContinental University-Atlanta,GA,3,100,0,958,0.0835,0.4718,0.0021,0.0021,15702,0.151370833,31000,0.696345003,0.554870055,12480,45200,36144,102100
American InterContinental University,AZ,3,100,0,10317,0.2285,0.2663,0.0394,0.0128,14028,0.151370833,31000,0.696345003,0.554870055,12480,45200,36144,102100
American InterContinental University-Houston,TX,3,100,0,122,0.1066,0.3279,0,0.041,16305,0.151370833,31000,0.696345003,0.554870055,12480,45200,36144,102100
University of Alaska Fairbanks,AK,3,100,0,4010,0.5332,0.0334,0.096,0.0224,8529,0.232333011,20291,0.594048288,0.398832685,35967,45100,48866,81500
Mid-America Christian University,OK,3,100,0,1415,0.494,0.1491,0.1428,0.0092,17546,0.291603053,26394,0.662586075,0.497824195,29648,44700,46116,84300
Colorado Christian University,CO,3,100,0,5399,0.604,0.1493,0.155,0.0139,22405,0.249224405,28312,0.727591387,0.448509885,29376,44600,50416,82900
Berkeley College-New York,NY,3,100,0,1514,0.0304,0.1513,0.2688,0.0218,22492,0.345876289,30426,0.652948044,0.494054941,17419.5,44600,45884,77900
Bryan College-Dayton,TN,3,100,0,882,0.8379,0.0465,0.0374,0.0079,16085,0.362934363,23000,0.562030075,0.357142857,42164.5,44500,54434,69600
Briar Cliff University,IA,3,100,0,624,0.5769,0.0801,0.1923,0.0096,20554,0.333333333,23250,0.570754717,0.364120782,44561,44400,54475,74200
Idaho State University,ID,3,100,0,6830,0.7221,0.0152,0.1492,0.0122,17203,0.357107232,20039,0.570594775,0.360585723,35747.5,43900,45608,82600
University of New Mexico-Gallup Campus,NM,3,100,0,1394,0.104,0.0115,0.2647,0.0158,4412,0.368161251,18450,0.583267293,0.410344389,27972,43900,44792,81000
University of New Mexico-Los Alamos Campus,NM,3,100,0,867,0.2849,0.0196,0.534,0.0265,10484,0.368161251,18450,0.583267293,0.410344389,27972,43900,44792,81000
University of New Mexico-Valencia County Campus,NM,3,100,0,1218,0.2159,0.0189,0.619,0.0164,7405,0.368161251,18450,0.583267293,0.410344389,27972,43900,44792,81000
University of New Mexico-Taos Campus,NM,3,100,0,761,0.2904,0.021,0.5388,0.0197,11680,0.368161251,18450,0.583267293,0.410344389,27972,43900,44792,81000
Charter Oak State College,CT,3,100,0,1426,0.5358,0.1732,0.2062,0.0295,14288,0.555248619,18683,0.756569848,0.545310016,35792,43700,64209,83300
Berkeley College-Woodland Park,NJ,3,100,0,1856,0.0846,0.1202,0.4181,0.0129,17371,0.439276486,23251,0.726016035,0.574610245,21489,43600,40251,72800
Hodges University,FL,3,100,0,337,0.3027,0.1424,0.3917,0.0208,18083,0.227731864,27675,0.644075611,0.650419287,13011,43600,37052,78900
Chadron State College,NE,3,100,0,1690,0.7858,0.0396,0.1124,0.0041,15684,0.379251701,18875,0.577861163,0.393360161,44641.5,43000,47002,75000
Columbia College,MO,3,100,0,5486,0.5366,0.2125,0.115,0.0217,24422,0.221202608,23879,0.623674218,0.485591662,25623,43000,45378,79300
College of Biblical Studies-Houston,TX,3,100,0,205,0.1463,0.4829,0.2829,0.0537,14311,0.169117647,25570,0.54954955,0.50887574,24969.5,42800,39260,92600
San Diego Christian College,CA,3,100,0,328,0.2927,0.0793,0.4024,0.0244,38078,0.234615385,24941,0.543123543,0.408376963,31569,42500,49766,75800
Our Lady of the Lake University,TX,3,100,0,1163,0.0825,0.0688,0.7653,0.0052,19237,0.404612159,24999,0.692671395,0.475928473,28529.5,42500,48675,69200
Kent State University at Ashtabula,OH,3,100,0,1331,0.7866,0.0766,0.0601,0.0165,11428,0.462510187,24500,0.63649635,0.359402985,50411,42400,45388,69200
Kent State University at East Liverpool,OH,3,100,0,736,0.8057,0.0774,0.0448,0.0122,10206,0.462510187,24500,0.63649635,0.359402985,50411,42400,45388,69200
Kent State University at Stark,OH,3,100,0,2602,0.8002,0.0819,0.0327,0.0108,9849,0.462510187,24500,0.63649635,0.359402985,50411,42400,45388,69200
Kent State University at Trumbull,OH,3,100,0,1471,0.8076,0.0863,0.0286,0.0122,10300,0.462510187,24500,0.63649635,0.359402985,50411,42400,45388,69200
Kent State University at Tuscarawas,OH,3,100,0,1591,0.8372,0.0641,0.0295,0.0113,10460,0.462510187,24500,0.63649635,0.359402985,50411,42400,45388,69200
Kent State University at Salem,OH,3,100,0,1008,0.8264,0.0655,0.0248,0.0099,9890,0.462510187,24500,0.63649635,0.359402985,50411,42400,45388,69200
Kent State University at Geauga,OH,3,100,0,1517,0.7245,0.1516,0.0316,0.0198,9484,0.462510187,24500,0.63649635,0.359402985,50411,42400,45388,69200
University of the Southwest,NM,3,100,0,369,0.2547,0.103,0.5556,0,19808,0.407185629,21303,0.47740113,0.46875,33345,41000,45389,86400
Oklahoma Panhandle State University,OK,3,100,0,1124,0.5044,0.1023,0.2375,0.0071,7812,0.26984127,12500,0.473958333,0.412331407,40463,40800,44933,74600
Montana State University-Northern,MT,3,100,0,816,0.6998,0.0245,0.038,0.0061,12717,0.224431818,18500,0.459084605,0.343843844,35266,40400,49505,71200
Wayne State College,NE,3,100,0,3057,0.792,0.0249,0.0939,0.0095,14077,0.452036794,19000,0.575362319,0.341860465,56926,40300,47075,66600
New Mexico State University-Dona Ana,NM,3,100,0,4741,0.1801,0.0156,0.7258,0.0072,4015,0.306408898,17095,0.576561404,0.4362587,23951,40300,39067,73400
New Mexico State University-Alamogordo,NM,3,100,0,544,0.4467,0.0276,0.3915,0.0276,6150,0.306408898,17095,0.576561404,0.4362587,23951,40300,39067,73400
Southeast New Mexico College,NM,3,100,0,501,0.3553,0.01,0.5429,0.006,5979,0.306408898,17095,0.576561404,0.4362587,23951,40300,39067,73400
New Mexico State University-Grants,NM,3,100,0,361,0.1717,0.0249,0.3906,0.0055,6362,0.306408898,17095,0.576561404,0.4362587,23951,40300,39067,73400
South University-Montgomery,AL,3,100,0,315,0.2,0.7429,0.0159,0.0063,27195,0.222162162,26123,0.762866865,0.472288337,20000,40200,34421,67200
South University-West Palm Beach,FL,3,100,0,303,0.1881,0.5017,0.2145,0.0198,19092,0.222162162,26123,0.762866865,0.472288337,20000,40200,34421,67200
South University-Savannah,GA,3,100,0,195,0.2974,0.5487,0.0718,0.0154,21449,0.222162162,26123,0.762866865,0.472288337,20000,40200,34421,67200
South University-Columbia,SC,3,100,0,420,0.1976,0.669,0.0571,0.0048,24139,0.222162162,26123,0.762866865,0.472288337,20000,40200,34421,67200
South University-Tampa,FL,3,100,0,421,0.2779,0.2803,0.3539,0.0356,22146,0.222162162,26123,0.762866865,0.472288337,20000,40200,34421,67200
South University-Richmond,VA,3,100,0,274,0.3139,0.5219,0.0438,0.0328,24721,0.222162162,26123,0.762866865,0.472288337,20000,40200,34421,67200
South University-Virginia Beach,VA,3,100,0,205,0.1463,0.5805,0.161,0.039,29237,0.222162162,26123,0.762866865,0.472288337,20000,40200,34421,67200
South University-Savannah Online,GA,3,100,0,5738,0.3573,0.4204,0.13,0.0059,24744,0.222162162,26123,0.762866865,0.472288337,20000,40200,34421,67200
South University-Austin,TX,3,100,0,288,0.2431,0.3056,0.3194,0.0347,26406,0.222162162,26123,0.762866865,0.472288337,20000,40200,34421,67200
South University-High Point,NC,3,100,0,47,0.2766,0.5957,0.0213,0.0213,29474,0.222162162,26123,0.762866865,0.472288337,20000,40200,34421,67200
Purdue University Global,IN,3,100,0,33339,0.5279,0.1734,0.1542,0.0289,4765,0.244620848,26078,0.796749238,0.533063854,18320,40100,36596,78100
Cambridge College,MA,3,100,0,656,0.3125,0.2805,0.3125,0.0274,21178,0.314516129,21791,0.742738589,0.509383378,27349,40000,45998,69100
Simpson University,CA,3,100,0,704,0.4929,0.0241,0.25,0.0511,24437,0.621019108,18750,0.70323741,0.375745527,34919.5,39900,54340,63200
Tennessee State University,TN,3,100,0,7346,0.0487,0.8753,0.0223,0.0068,11643,0.333506224,27000,0.661152468,0.374283896,25504,39800,42730,70300
Peru State College,NE,3,100,0,1186,0.7049,0.1105,0.0261,0.0084,13769,0.303317536,21875,0.540476191,0.415584416,40241.5,39600,47071,66200
Mary Baldwin University,VA,3,100,0,1298,0.5116,0.2512,0.0763,0.0146,18390,0.404145078,26586,0.931125828,0.4,32121,39500,44427,69000
Columbia College Hollywood,CA,3,100,0,291,0.3952,0.1615,0.1168,0.0653,32725,0.430921053,25000,0.450450451,0.295336788,46576,39500,42014,0
University of the District of Columbia,DC,3,100,0,2912,0.0388,0.5611,0.2273,0.0172,14144,0.172496984,24872,0.602446483,0.507911392,19867,39400,44236,73400
Granite State College,NH,3,100,0,1134,0.8404,0.0362,0.0635,0.0123,12161,0.378539493,15585,0.754467755,0.455895197,31703,39300,51254,63400
Rogers State University,OK,3,100,0,2507,0.5241,0.0459,0.0798,0.0183,13446,0.183364839,20500,0.627231005,0.425519955,32701,39300,43166,66100
The Art Institute of Houston,TX,3,100,0,317,0.1893,0.3407,0.2997,0.0473,32827,0.2375,31000,0.463214286,0.413453299,22534.5,39100,36783,68400
The Art Institute of Austin,TX,3,100,0,78,0.3974,0.1795,0.359,0.0128,36666,0.2375,31000,0.463214286,0.413453299,22534.5,39100,36783,68400
The Art Institute of San Antonio,TX,3,100,0,180,0.2278,0.1667,0.5167,0,33504,0.2375,31000,0.463214286,0.413453299,22534.5,39100,36783,68400
University of Pikeville,KY,3,100,0,1109,0.8142,0.0929,0.0162,0.0081,17034,0.331753555,20679,0.492044064,0.448183042,23445,39000,48231,65800
Montana State University Billings,MT,3,100,0,2742,0.7651,0.0113,0.074,0.0098,14484,0.233712513,18209,0.632599581,0.384526559,34882.5,38700,44296,68200
Glenville State University,WV,3,100,0,1257,0.751,0.1424,0.0302,0.0056,17250,0.16957606,25000,0.441371681,0.484771574,28906,38400,39315,66700
Missouri Western State University,MO,3,100,0,2628,0.6758,0.1362,0.0186,0.019,11702,0.331450094,19968,0.618903972,0.396895787,36641,38200,42647,65500
Cameron University,OK,3,100,0,2643,0.4835,0.1052,0.1699,0.0212,9459,0.209708738,21500,0.641994751,0.469858156,27268,38200,40118,70700
Arlington Baptist University,TX,3,100,0,216,0.4537,0.1944,0.3009,0.0231,21381,0.353846154,27000,0.364341085,0.457627119,50138,38000,44644,0
American University of Health Sciences,CA,3,100,0,347,0.0432,0.1037,0.3141,0.4352,25963,0.714285714,40326,0.780821918,0.3515625,31654,37800,93610,0
New Mexico Highlands University,NM,3,100,0,1500,0.1587,0.0633,0.5887,0.006,8935,0.435810811,11399,0.628500824,0.453531599,24029,37800,45937,62100
Shawnee State University,OH,3,100,0,2425,0.5489,0.0243,0,0.0058,14144,0.28466483,23000,0.530930346,0.432687271,34861,37500,39596,65200
Lincoln Christian University,IL,3,100,0,85,0.7412,0.1176,0.0353,0.0353,12911,0.377622378,20250,0.427966102,0.312217195,46593.5,37000,43038,60700
Bacone College,OK,3,100,0,299,0.097,0.0836,0.0535,0.0033,16871,0.072727273,26187,0.334519573,0.452054795,23375,37000,40006,62700
Heritage University,WA,3,100,0,796,0.0817,0.0075,0.7412,0.0101,7564,0.557446809,14573,0.741648107,0.634482759,26087,36800,49416,59200
Hussian College-Daymar College Columbus,OH,3,100,0,26,0.1154,0.3846,0,0,25870,0.278985507,18446,0.625954199,0.198275862,55207,36800,28806,0
Hussian College-Daymar College Nashville,TN,3,100,0,33,0.2121,0.4242,0.0909,0,26462,0.278985507,18446,0.625954199,0.198275862,55207,36800,28806,0
Rocky Mountain College of Art and Design,CO,3,100,0,2041,0.5698,0.1039,0.1416,0.0363,24935,0.26076555,31000,0.686588921,0.334951456,28600,36700,42958,66600
Universidad Politecnica de Puerto Rico,PR,3,100,0,3649,0.0011,0.0011,0.9959,0.0008,15796,0.049222798,22564,0.223521767,0.219599428,18451,36300,47540,61600
Polytechnic University of Puerto Rico-Orlando,FL,3,100,0,115,0,0.0261,0.9478,0,18352,0.049222798,22564,0.223521767,0.219599428,18451,36300,47540,61600
Drury University-College of Continuing Professional Studies,MO,3,100,0,712,0.6924,0.0716,0.1053,0.0154,14507,0.351981352,20979,0.603750756,0.412763069,31973,36200,40694,66800
